year,material,region,end_use,value
2027,nickel,China,electrical_equipment,5596562.557
2028,nickel,China,electrical_equipment,6091222.402
2029,nickel,China,electrical_equipment,6600587.068
2030,nickel,China,electrical_equipment,7124181.764
2031,nickel,China,electrical_equipment,7661461.018
2032,nickel,China,electrical_equipment,8211812.982
2033,nickel,China,electrical_equipment,8774564.508
2034,nickel,China,electrical_equipment,9348986.931
2035,nickel,China,electrical_equipment,9934302.528
2036,nickel,China,electrical_equipment,10529691.54
2037,nickel,China,electrical_equipment,11134299.67
2038,nickel,China,electrical_equipment,11747245.89
2039,nickel,China,electrical_equipment,12367630.47
2040,nickel,China,electrical_equipment,12994542.91
2041,nickel,China,electrical_equipment,13627069.72
2042,nickel,China,electrical_equipment,14264301.73
2043,nickel,China,electrical_equipment,14905340.78
2044,nickel,China,electrical_equipment,15549305.56
2045,nickel,China,electrical_equipment,16195336.36
2046,nickel,China,electrical_equipment,16842598.63
2047,nickel,China,electrical_equipment,17490285.25
2048,nickel,China,electrical_equipment,18137617.3
2049,nickel,China,electrical_equipment,18783843.5
2050,nickel,China,electrical_equipment,19428238.21
2051,nickel,China,electrical_equipment,20070098.18
2052,nickel,China,electrical_equipment,20708738.19
2053,nickel,China,electrical_equipment,21343485.84
2054,nickel,China,electrical_equipment,21973675.67
2055,nickel,China,electrical_equipment,22598643.04
2056,nickel,China,electrical_equipment,23217717.93
2057,nickel,China,electrical_equipment,23830219.04
2058,nickel,China,electrical_equipment,24435448.53
2059,nickel,China,electrical_equipment,25032687.54
2060,nickel,China,electrical_equipment,25621192.71
2061,nickel,China,electrical_equipment,26200193.97
2062,nickel,China,electrical_equipment,26768893.45
2063,nickel,China,electrical_equipment,27326465.79
2064,nickel,China,electrical_equipment,27872059.61
2065,nickel,China,electrical_equipment,28404800.13
2066,nickel,China,electrical_equipment,28923792.8
2067,nickel,China,electrical_equipment,29428127.8
2068,nickel,China,electrical_equipment,29916885.19
2069,nickel,China,electrical_equipment,30389140.48
2070,nickel,China,electrical_equipment,30843970.58
2071,nickel,China,electrical_equipment,31280459.87
2072,nickel,China,electrical_equipment,31697706.14
2073,nickel,China,electrical_equipment,32094826.54
2074,nickel,China,electrical_equipment,32470963.22
2075,nickel,China,electrical_equipment,32825288.62
2076,nickel,China,electrical_equipment,33158251.16
2077,nickel,China,electrical_equipment,33470336.96
2078,nickel,China,electrical_equipment,33762070.46
2079,nickel,China,electrical_equipment,34034014.41
2080,nickel,China,electrical_equipment,34286769.07
2081,nickel,China,electrical_equipment,34520970.83
2082,nickel,China,electrical_equipment,34737290.21
2083,nickel,China,electrical_equipment,34936429.22
2084,nickel,China,electrical_equipment,35119118.34
2085,nickel,China,electrical_equipment,35286112.86
2086,nickel,China,electrical_equipment,35438188.97
2087,nickel,China,electrical_equipment,35576139.34
2088,nickel,China,electrical_equipment,35700768.54
2089,nickel,China,electrical_equipment,35812888.17
2090,nickel,China,electrical_equipment,35913311.86
2091,nickel,China,electrical_equipment,36002850.16
2092,nickel,China,electrical_equipment,36082305.55
2093,nickel,China,electrical_equipment,36152467.36
2094,nickel,China,electrical_equipment,36214107.06
2095,nickel,China,electrical_equipment,36267973.66
2096,nickel,China,electrical_equipment,36314789.52
2097,nickel,China,electrical_equipment,36355246.52
2098,nickel,China,electrical_equipment,36390002.74
2099,nickel,China,electrical_equipment,36419679.65
2100,nickel,China,electrical_equipment,36444859.85
1870,nickel,China,machinery_and_equipment,113.322239
1871,nickel,China,machinery_and_equipment,231.26471
1872,nickel,China,machinery_and_equipment,353.985017
1873,nickel,China,machinery_and_equipment,481.616271
1874,nickel,China,machinery_and_equipment,614.266277
1875,nickel,China,machinery_and_equipment,752.016894
1876,nickel,China,machinery_and_equipment,894.923662
1877,nickel,China,machinery_and_equipment,1043.015782
1878,nickel,China,machinery_and_equipment,1196.296532
1879,nickel,China,machinery_and_equipment,1354.744207
1880,nickel,China,machinery_and_equipment,1518.313641
1881,nickel,China,machinery_and_equipment,1686.938374
1882,nickel,China,machinery_and_equipment,1860.533501
1883,nickel,China,machinery_and_equipment,2038.999219
1884,nickel,China,machinery_and_equipment,2222.225061
1885,nickel,China,machinery_and_equipment,2410.094787
1886,nickel,China,machinery_and_equipment,2602.491856
1887,nickel,China,machinery_and_equipment,2799.305387
1888,nickel,China,machinery_and_equipment,3000.436475
1889,nickel,China,machinery_and_equipment,3205.804715
1890,nickel,China,machinery_and_equipment,3415.354747
1891,nickel,China,machinery_and_equipment,3629.062628
1892,nickel,China,machinery_and_equipment,3846.941835
1893,nickel,China,machinery_and_equipment,4069.048687
1894,nickel,China,machinery_and_equipment,4295.48701
1895,nickel,China,machinery_and_equipment,4526.411858
1896,nickel,China,machinery_and_equipment,4762.032185
1897,nickel,China,machinery_and_equipment,5002.612342
1898,nickel,China,machinery_and_equipment,5248.472383
1899,nickel,China,machinery_and_equipment,5499.987178
1900,nickel,China,machinery_and_equipment,5757.584399
1901,nickel,China,machinery_and_equipment,6021.741493
1902,nickel,China,machinery_and_equipment,6292.98181
1903,nickel,China,machinery_and_equipment,6571.870089
1904,nickel,China,machinery_and_equipment,6859.007518
1905,nickel,China,machinery_and_equipment,7155.026616
1906,nickel,China,machinery_and_equipment,7460.58618
1907,nickel,China,machinery_and_equipment,7776.366506
1908,nickel,China,machinery_and_equipment,8103.065107
1909,nickel,China,machinery_and_equipment,8441.393056
1910,nickel,China,machinery_and_equipment,8792.072102
1911,nickel,China,machinery_and_equipment,9155.832611
1912,nickel,China,machinery_and_equipment,9533.41236
1913,nickel,China,machinery_and_equipment,9925.556166
1914,nickel,China,machinery_and_equipment,10333.01628
1915,nickel,China,machinery_and_equipment,10756.5535
1916,nickel,China,machinery_and_equipment,11196.93878
1917,nickel,China,machinery_and_equipment,11654.95544
1918,nickel,China,machinery_and_equipment,12131.40155
1919,nickel,China,machinery_and_equipment,12627.09267
1920,nickel,China,machinery_and_equipment,13142.86468
1921,nickel,China,machinery_and_equipment,13679.5766
1922,nickel,China,machinery_and_equipment,14238.11348
1923,nickel,China,machinery_and_equipment,14819.38913
1924,nickel,China,machinery_and_equipment,15424.34881
1925,nickel,China,machinery_and_equipment,16053.9718
1926,nickel,China,machinery_and_equipment,16709.27384
1927,nickel,China,machinery_and_equipment,17391.30951
1928,nickel,China,machinery_and_equipment,18101.17446
1929,nickel,China,machinery_and_equipment,18840.00767
1930,nickel,China,machinery_and_equipment,19608.99359
1931,nickel,China,machinery_and_equipment,20409.36432
1932,nickel,China,machinery_and_equipment,21242.40178
1933,nickel,China,machinery_and_equipment,22109.43986
1934,nickel,China,machinery_and_equipment,23011.86671
1935,nickel,China,machinery_and_equipment,23951.12699
1936,nickel,China,machinery_and_equipment,24928.72424
1937,nickel,China,machinery_and_equipment,25946.22332
1938,nickel,China,machinery_and_equipment,27005.25291
1939,nickel,China,machinery_and_equipment,28107.50816
1940,nickel,China,machinery_and_equipment,29254.75341
1941,nickel,China,machinery_and_equipment,30448.82499
1942,nickel,China,machinery_and_equipment,31691.63418
1943,nickel,China,machinery_and_equipment,32985.17027
1944,nickel,China,machinery_and_equipment,34331.50375
1945,nickel,China,machinery_and_equipment,35732.78962
1946,nickel,China,machinery_and_equipment,37191.27083
1947,nickel,China,machinery_and_equipment,38709.28188
1948,nickel,China,machinery_and_equipment,40289.25257
1949,nickel,China,machinery_and_equipment,41933.71186
1950,nickel,China,machinery_and_equipment,43645.29194
1951,nickel,China,machinery_and_equipment,45426.73242
1952,nickel,China,machinery_and_equipment,47280.88477
1953,nickel,China,machinery_and_equipment,49210.7168
1954,nickel,China,machinery_and_equipment,51219.31748
1955,nickel,China,machinery_and_equipment,53309.90187
1956,nickel,China,machinery_and_equipment,55485.81623
1957,nickel,China,machinery_and_equipment,57750.54343
1958,nickel,China,machinery_and_equipment,60107.70846
1959,nickel,China,machinery_and_equipment,62561.08432
1960,nickel,China,machinery_and_equipment,65114.59796
1961,nickel,China,machinery_and_equipment,67772.33666
1962,nickel,China,machinery_and_equipment,70538.55448
1963,nickel,China,machinery_and_equipment,73417.67915
1964,nickel,China,machinery_and_equipment,76414.31912
1965,nickel,China,machinery_and_equipment,79533.27092
1966,nickel,China,machinery_and_equipment,82779.52687
1967,nickel,China,machinery_and_equipment,86158.28307
1968,nickel,China,machinery_and_equipment,89674.94769
1969,nickel,China,machinery_and_equipment,93335.14963
1970,nickel,China,machinery_and_equipment,97144.74758
1971,nickel,China,machinery_and_equipment,101109.8393
1972,nickel,China,machinery_and_equipment,105236.7715
1973,nickel,China,machinery_and_equipment,109532.15
1974,nickel,China,machinery_and_equipment,114002.85
1975,nickel,China,machinery_and_equipment,118656.0275
1976,nickel,China,machinery_and_equipment,123499.1307
1977,nickel,China,machinery_and_equipment,128539.9115
1978,nickel,China,machinery_and_equipment,133786.4385
1979,nickel,China,machinery_and_equipment,139247.1095
1980,nickel,China,machinery_and_equipment,144930.665
1981,nickel,China,machinery_and_equipment,150846.2023
1982,nickel,China,machinery_and_equipment,157003.1902
1983,nickel,China,machinery_and_equipment,163411.4836
1984,nickel,China,machinery_and_equipment,170081.3401
1985,nickel,China,machinery_and_equipment,177023.4356
1986,nickel,China,machinery_and_equipment,184248.882
1987,nickel,China,machinery_and_equipment,191769.2445
1988,nickel,China,machinery_and_equipment,199596.5606
1989,nickel,China,machinery_and_equipment,207743.359
1990,nickel,China,machinery_and_equipment,216222.6798
1991,nickel,China,machinery_and_equipment,225048.0953
1992,nickel,China,machinery_and_equipment,234233.7318
1993,nickel,China,machinery_and_equipment,243794.2923
1994,nickel,China,machinery_and_equipment,253745.0798
1995,nickel,China,machinery_and_equipment,264102.0218
1996,nickel,China,machinery_and_equipment,273373.8059
1997,nickel,China,machinery_and_equipment,283720.1369
1998,nickel,China,machinery_and_equipment,293490.3019
1999,nickel,China,machinery_and_equipment,304090.5029
2000,nickel,China,machinery_and_equipment,315095.1483
2001,nickel,China,machinery_and_equipment,327128.0154
2002,nickel,China,machinery_and_equipment,343532.3365
2003,nickel,China,machinery_and_equipment,364868.7671
2004,nickel,China,machinery_and_equipment,391208.8704
2005,nickel,China,machinery_and_equipment,423659.3126
